Name,Price,Location,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
Toyota Veloz Cross Top 1.5 CVT - 2022,610,Hà Nội,2022.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Toyota Corolla altis 1.8G AT - 2020,599,Hà Nội,2020.0,Xe đã dùng,25000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Kia Morning SLX 1.0 AT - 2009,168,Hà Nội,2009.0,Xe đã dùng,120000.0,Nhập khẩu,Hatchback,Xăng,Bạc,5.0,5.0
Ford EcoSport Titanium 1.5L AT - 2014,345,TP HCM,2014.0,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Xăng,Nâu,5.0,5.0
LandRover Range Rover SV Autobiography LWB 5.0 - 2017,5350,Hà Nội,2017.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Trắng,4.0,5.0
Toyota Innova G - 2011,245,Hà Nội,2011.0,Xe đã dùng,150000.0,Lắp ráp trong nước,Crossover,Xăng,Bạc,8.0,5.0
Mitsubishi Triton GLS 4x4 AT - 2013,299,Hà Nội,2013.0,Xe đã dùng,160000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Bạc,5.0,4.0
Kia Carens SX 2.0 AT - 2010,245,Hà Nội,2010.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Crossover,Xăng,Xám,7.0,5.0
Bentley Mulsanne Speed - 2013,8500,Hà Nội,2013.0,Xe đã dùng,55000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
LandRover Range Rover Autobiography LWB 5.0 V8 - 2020,6900,Hà Nội,2020.0,Xe đã dùng,40000.0,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Mercedes Benz C class C250 Exclusive - 2018,925,TP HCM,2018.0,Xe đã dùng,35000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz Maybach S450 4Matic - 2017,3700,Hà Nội,2017.0,Xe đã dùng,80000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Honda City 1.5 - 2017,390,Hà Nội,2017.0,Xe đã dùng,100000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
BMW X5 xDrive40i M Sport - 2020,2879,TP HCM,2020.0,Xe đã dùng,46000.0,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Mercedes Benz E class E200 Exclusive - 2021,1759,TP HCM,2021.0,Xe đã dùng,19000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz GLC 300 4Matic - 2021,1879,TP HCM,2021.0,Xe đã dùng,17000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Toyota Fortuner Legender 2.4L 4x2 AT - 2022,1110,Hà Nội,2022.0,Xe đã dùng,35000.0,Lắp ráp trong nước,SUV,Dầu,Đen,7.0,5.0
Ford Mustang GT Fastback - 2021,2168,Hà Nội,2021.0,Xe đã dùng,17000.0,Nhập khẩu,Coupe,Xăng,Đỏ,4.0,2.0
Bentley Mulsanne Speed - 2014,7900,Hà Nội,2014.0,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz GLC 200 4Matic - 2021,1568,Hà Nội,2021.0,Xe đã dùng,0.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Mercedes Benz GLC 200 - 2020,1299,Hà Nội,2020.0,Xe đã dùng,62000.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Maserati Levante S GranSport 3.0 V6 - 2018,3750,Hà Nội,2018.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Bentley Mulsanne 6.75 V8 - 2011,4686,Hà Nội,2011.0,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Lexus LX 570 - 2008,1268,Hà Nội,2008.0,Xe đã dùng,88000.0,Nhập khẩu,SUV,Xăng,Cát,7.0,5.0
Porsche Macan 2.0 - 2023,3699,Hà Nội,2023.0,Xe đã dùng,19000.0,Nhập khẩu,SUV,Xăng,Xám,5.0,5.0
Porsche Cayenne 3.6 V6 - 2016,2350,Hà Nội,2016.0,Xe đã dùng,40000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Hyundai SantaFe 2.2L HTRAC - 2019,830,Hà Nội,2019.0,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Dầu,Đen,7.0,5.0
Porsche Panamera 4 - 2022,5999,Hà Nội,2022.0,Xe đã dùng,10000.0,Nhập khẩu,Sedan,Xăng,Xanh,4.0,4.0
Honda City RS 1.5 AT - 2021,499,Hà Nội,2021.0,Xe đã dùng,12000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz G class G63 AMG - 2021,9168,Hà Nội,2021.0,Xe đã dùng,40000.0,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Toyota Innova 2.0E - 2015,325,Hà Nội,2015.0,Xe đã dùng,120000.0,Lắp ráp trong nước,Crossover,Xăng,Cát,8.0,5.0
Kia Morning Deluxe - 2019,279,Hà Nội,2019.0,Xe đã dùng,59000.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
LandRover Range Rover Autobiography LWB 3.0 I6 - 2021,6850,Hà Nội,2021.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
LandRover Range Rover Autobiography LWB 5.0 V8 - 2020,6900,Hà Nội,2020.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Xám,5.0,5.0
Nissan Terra S 2.5 MT 2WD - 2018,625,TP HCM,2018.0,Xe đã dùng,92000.0,Nhập khẩu,SUV,Dầu,Vàng,7.0,5.0
Daewoo Gentra SX 1.5 MT - 2009,85,Hà Nội,2009.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Bạc,5.0,4.0
Toyota Corolla Cross 1.8V - 2021,730,Hà Nội,2021.0,Xe đã dùng,20000.0,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
VinFast Lux SA 2.0 2.0 AT - 2021,748,Hà Nội,2021.0,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Ford Territory Titanium X 1.5 AT - 2024,899,Hà Nội,2024.0,Xe đã dùng,9000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
BMW 3 Series 320i - 2016,599,TP HCM,2016.0,Xe đã dùng,79000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Hyundai SantaFe MLX 2.0L - 2008,330,Hà Nội,2008.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Dầu,Đen,7.0,5.0
Peugeot 208 1.6 AT - 2013,299,Hà Nội,2013.0,Xe đã dùng,110000.0,Nhập khẩu,Hatchback,Xăng,Hồng,5.0,5.0
Toyota Fortuner 2.4G 4x2 AT - 2020,865,Hà Nội,2020.0,Xe đã dùng,120000.0,Lắp ráp trong nước,SUV,Dầu,Đen,7.0,5.0
Kia Sedona 3.3L GATH - 2018,688,Hà Nội,2018.0,Xe đã dùng,0.0,Lắp ráp trong nước,Van/Minivan,Xăng,Trắng,7.0,5.0
Toyota Corolla altis 1.8G AT - 2015,450,Hà Nội,2015.0,Xe đã dùng,89000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Peugeot 3008 AL - 2022,836,Hà Nội,2022.0,Xe đã dùng,80450.0,Lắp ráp trong nước,Crossover,Xăng,Xanh,5.0,5.0
Mercedes Benz GLC 200 - 2020,1250,Hà Nội,2020.0,Xe đã dùng,70000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Honda CRV L - 2018,737,Hà Nội,2018.0,Xe đã dùng,40000.0,Nhập khẩu,SUV,Xăng,Bạc,7.0,5.0
Hyundai Accent 1.4 AT - 2014,279,Hà Nội,2014.0,Xe đã dùng,92000.0,Nhập khẩu,Hatchback,Xăng,Trắng,5.0,5.0
Mazda CX5 2.5 AT AWD - 2016,519,Hà Nội,2016.0,Xe đã dùng,120000.0,Lắp ráp trong nước,SUV,Xăng,Nâu,5.0,5.0
Mercedes Benz C class C250 AMG - 2015,666,Hà Nội,2015.0,Xe đã dùng,100000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Corolla altis 1.8G AT - 2014,440,Hà Nội,2014.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz C class C200 - 2016,639,Hà Nội,2016.0,Xe đã dùng,95000.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Mercedes Benz S class S400L - 2016,1480,Hà Nội,2016.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Lexus ES 250 - 2019,1799,Hà Nội,2019.0,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Xăng,Vàng,5.0,4.0
Mercedes Benz CLA class CLA 200 - 2014,499,Hà Nội,2014.0,Xe đã dùng,92000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Ford Territory Titanium X 1.5 AT - 2022,852,TP HCM,2022.0,Xe đã dùng,10000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Mercedes Benz C class C250 Exclusive - 2015,666,Hà Nội,2015.0,Xe đã dùng,72000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Kia Sonet Premium 1.5 AT - 2022,545,Hà Nội,2022.0,Xe đã dùng,40000.0,Lắp ráp trong nước,Crossover,Xăng,Đỏ,5.0,5.0
Kia Sorento Signature 2.2 AT AWD - 2020,899,TP HCM,2020.0,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Dầu,Trắng,6.0,5.0
Ford Ranger XLT 2.0L 4x4 AT - 2022,739,Hà Nội,2022.0,Xe đã dùng,7000.0,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Xanh,5.0,4.0
Mazda CX8 Premium AWD - 2022,929,TP HCM,2022.0,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,7.0,5.0
Peugeot 2008 GT Line 1.2 AT - 2022,636,Hà Nội,2022.0,Xe đã dùng,0.0,Lắp ráp trong nước,Crossover,Xăng,Xanh,5.0,5.0
Toyota Camry 2.0G - 2021,869,Hà Nội,2021.0,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Ford Focus 1.8 AT - 2011,199,TP HCM,2011.0,Xe đã dùng,99999.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Hyundai Tucson 2.0 AT - 2019,588,Hà Nội,2019.0,Xe đã dùng,70000.0,Lắp ráp trong nước,Crossover,Xăng,Đen,5.0,5.0
Lexus NX 300 - 2019,1835,Hà Nội,2019.0,Xe đã dùng,8000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Hyundai SantaFe Premium 2.2L HTRAC - 2020,910,Hà Nội,2020.0,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Dầu,Đen,7.0,5.0
Mercedes Benz GLE Class GLE 450 4Matic - 2022,4100,Hà Nội,2022.0,Xe đã dùng,50.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Mercedes Benz S class S500L - 2016,2200,Hà Nội,2016.0,Xe đã dùng,23000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz S class S500L - 2013,1150,Hà Nội,2013.0,Xe đã dùng,83000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz GLK Class GLK280 4Matic - 2009,329,Hà Nội,2009.0,Xe đã dùng,115000.0,Lắp ráp trong nước,SUV,Xăng,Bạc,5.0,5.0
Hyundai SantaFe 2.4L 4WD - 2017,709,Hà Nội,2017.0,Xe đã dùng,45000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Honda Civic RS 1.5 AT - 2023,835,TP HCM,2023.0,Xe đã dùng,6800.0,Nhập khẩu,Sedan,Xăng,Đỏ,5.0,4.0
Mercedes Benz E class E300 AMG - 2021,1989,Hà Nội,2021.0,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Kia Morning Si AT - 2016,255,Hà Nội,2016.0,Xe đã dùng,8.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Mazda CX5 Luxury 2.0 AT - 2021,715,Hà Nội,2021.0,Xe đã dùng,51000.0,Lắp ráp trong nước,SUV,Xăng,Xanh,5.0,5.0
Mercedes Benz C class C300 AMG - 2022,1839,Hà Nội,2022.0,Xe đã dùng,30.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Lexus LS 460L - 2011,1050,TP HCM,2011.0,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Honda CRV L - 2020,838,Hà Nội,2020.0,Xe đã dùng,46000.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,7.0,5.0
Kia Carnival Premium 2.2D - 2022,1169,TP HCM,2022.0,Xe đã dùng,20000.0,Lắp ráp trong nước,Van/Minivan,Dầu,Xám,8.0,5.0
Mercedes Benz C class C200 Avantgarde Plus - 2022,1510,Hà Nội,2022.0,Xe đã dùng,50.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Ford Ranger XLS 2.0L 4x2 AT - 2023,675,TP HCM,2023.0,Xe đã dùng,8000.0,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Ford Everest Titanium 2.0L 4x2 AT - 2021,950,TP HCM,2021.0,Xe đã dùng,76000.0,Nhập khẩu,SUV,Dầu,Đỏ,7.0,5.0
Honda CRV 2.4 AT - 2015,560,Hà Nội,2015.0,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Volkswagen Scirocco 2.0 AT - 2010,538,TP HCM,2010.0,Xe đã dùng,80000.0,Nhập khẩu,Coupe,Xăng,Xanh,4.0,2.0
BMW 5 Series 520i - 2018,1050,Hà Nội,2018.0,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Audi A1 1.4 TFSI - 2010,326,TP HCM,2010.0,Xe đã dùng,82000.0,Nhập khẩu,Hatchback,Xăng,Trắng,4.0,3.0
Mercedes Benz GLC 300 4Matic - 2018,1155,TP HCM,2018.0,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Mercedes Benz GLC 300 4Matic - 2018,1040,Hà Nội,2018.0,Xe đã dùng,87000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
LandRover Range Rover Evoque Dynamic - 2012,620,Hà Nội,2012.0,Xe đã dùng,110000.0,Nhập khẩu,SUV,Xăng,Xám,5.0,5.0
Porsche Macan 2.0 - 2023,3690,Hà Nội,2023.0,Xe đã dùng,19000.0,Nhập khẩu,SUV,Xăng,Xám,5.0,5.0
Mercedes Benz C class C300 AMG - 2016,795,Hà Nội,2016.0,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz C class C250 Exclusive - 2017,850,Hà Nội,2017.0,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
LandRover Range Rover HSE 3.0 - 2013,2280,Hà Nội,2013.0,Xe đã dùng,60000.0,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Lexus LM 350 - 2022,6900,Hà Nội,2022.0,Xe đã dùng,13000.0,Nhập khẩu,Van/Minivan,Xăng,Đen,4.0,5.0
LandRover Range Rover Evoque Dynamic - 2014,789,TP HCM,2014.0,Xe đã dùng,110000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Maserati Quattroporte 3.0 V6 - 2016,2200,Hà Nội,2016.0,Xe đã dùng,57000.0,Nhập khẩu,Sedan,Xăng,Xanh,5.0,4.0
BMW X6 xDrive35i - 2016,1299,Hà Nội,2016.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
BMW X3 xDrive30i xLine - 2019,1520,Hà Nội,2019.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Toyota Land Cruiser 4.6 V8 - 2019,3850,Hà Nội,2019.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Đen,8.0,5.0
Mercedes Benz C class C200 Exclusive - 2020,1090,Hà Nội,2020.0,Xe đã dùng,35000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz GLE Class GLE 53 4Matic+ Coupe AMG - 2022,4999,Hà Nội,2022.0,Xe đã dùng,15.0,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Mazda CX5 2.5 AT AWD - 2018,645,Hà Nội,2018.0,Xe đã dùng,68000.0,Lắp ráp trong nước,SUV,Xăng,Xanh,5.0,5.0
Mercedes Benz E class E200 Exclusive - 2024,2179,TP HCM,2024.0,Xe đã dùng,999.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Ford Ranger Wildtrak 2.0L 4x4 AT - 2018,615,Hà Nội,2018.0,Xe đã dùng,50000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Cam,5.0,4.0
Mazda CX5 Luxury 2.0 AT - 2022,755,Hà Nội,2022.0,Xe đã dùng,24000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Porsche Panamera 4S - 2009,920,TP HCM,2009.0,Xe đã dùng,80000.0,Nhập khẩu,Sedan,Xăng,Xanh,4.0,4.0
Toyota Innova 2.0G - 2016,510,Hà Nội,2016.0,Xe đã dùng,86000.0,Lắp ráp trong nước,Crossover,Xăng,Bạc,8.0,5.0
Mercedes Benz GLC 300 4Matic - 2021,1695,Hà Nội,2021.0,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Mitsubishi Xpander Cross 1.5 AT - 2023,619,Hà Nội,2023.0,Xe đã dùng,31000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Kia Carnival Signature 3.5G - 2022,1369,TP HCM,2022.0,Xe đã dùng,44000.0,Lắp ráp trong nước,Van/Minivan,Xăng,Đen,7.0,5.0
Mercedes Benz GLE Class GLE 400 4Matic Coupe - 2016,1366,TP HCM,2016.0,Xe đã dùng,80000.0,Nhập khẩu,Coupe,Xăng,Bạc,5.0,4.0
Lexus NX 300 - 2019,1799,TP HCM,2019.0,Xe đã dùng,31000.0,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Kia Frontier K200 - 2020,290,Hà Nội,2020.0,Xe đã dùng,0.0,Lắp ráp trong nước,Truck,Dầu,Trắng,2.0,2.0
Ford EcoSport Titanium 1.5L AT - 2017,410,Hà Nội,2017.0,Xe đã dùng,75000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Lexus LS 460 - 2011,1050,TP HCM,2011.0,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Peugeot 3008 Allure 1.6 AT - 2021,730,Hà Nội,2021.0,Xe đã dùng,50000.0,Lắp ráp trong nước,Crossover,Xăng,Đen,5.0,5.0
Toyota Prado VX 2.7L - 2018,1880,Hà Nội,2018.0,Xe đã dùng,95000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Toyota 4 Runner 3.4 - 1996,400,TP HCM,1996.0,Xe đã dùng,1000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Toyota Rush 1.5S AT - 2018,468,TP HCM,2018.0,Xe đã dùng,70000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Hyundai i10 Grand 1.0 MT - 2016,195,Hà Nội,2016.0,Xe đã dùng,0.0,Nhập khẩu,Hatchback,Xăng,Bạc,5.0,5.0
Toyota Corolla Cross 1.8V - 2021,755,Hà Nội,2021.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Honda CRV 2.4 AT - 2014,489,Hà Nội,2014.0,Xe đã dùng,101000.0,Lắp ráp trong nước,SUV,Xăng,Bạc,5.0,5.0
Hyundai SantaFe 2.2L 4WD - 2018,765,Hà Nội,2018.0,Xe đã dùng,85000.0,Lắp ráp trong nước,SUV,Dầu,Đỏ,7.0,5.0
Hyundai Tucson 2.0 AT - 2020,660,Hà Nội,2020.0,Xe đã dùng,37000.0,Lắp ráp trong nước,Crossover,Xăng,Đen,5.0,5.0
Mercedes Benz GLC 300 4Matic - 2023,2599,Hà Nội,2023.0,Xe đã dùng,3900.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Audi A4 1.8 TFSI - 2014,458,Hà Nội,2014.0,Xe đã dùng,100000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Mazda 3 1.5L Luxury - 2022,579,Hà Nội,2022.0,Xe đã dùng,25000.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Mazda CX5 Premium 2.0 AT - 2021,730,Hà Nội,2021.0,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Hyundai SantaFe 2.2L 4WD - 2016,665,Hà Nội,2016.0,Xe đã dùng,89000.0,Lắp ráp trong nước,SUV,Dầu,Bạc,7.0,5.0
Ford Everest Titanium 2.0L 4x4 AT - 2021,1015,Hà Nội,2021.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Dầu,Trắng,7.0,5.0
Mercedes Benz GLE Class GLE 450 4Matic - 2022,4189,Hà Nội,2022.0,Xe đã dùng,23.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Audi A4 2.0 TFSI - 2016,779,Hà Nội,2016.0,Xe đã dùng,38000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Peugeot 208 1.6 AT - 2015,335,Hà Nội,2015.0,Xe đã dùng,57000.0,Nhập khẩu,Hatchback,Xăng,Xám,5.0,5.0
Mercedes Benz S class S400L - 2015,1181,TP HCM,2015.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz CLA class CLA 45 AMG 4Matic - 2015,665,Hà Nội,2015.0,Xe đã dùng,40000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Hyundai Creta Tiêu chuẩn 1.5 AT - 2023,588,Hà Nội,2023.0,Xe đã dùng,20000.0,Nhập khẩu,Crossover,Xăng,Trắng,5.0,5.0
Kia Seltos Premium 1.5 AT - 2024,755,Hà Nội,2024.0,Xe đã dùng,5000.0,Lắp ráp trong nước,Crossover,Xăng,Đen,5.0,5.0
Toyota Fortuner 2.7V 4x2 AT TRD - 2019,899,Hà Nội,2019.0,Xe đã dùng,14000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Nissan Teana 2.0 AT - 2010,275,Hà Nội,2010.0,Xe đã dùng,0.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Ford EcoSport Titanium 1.5L AT - 2015,365,Hà Nội,2015.0,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Honda Civic G 1.8 AT - 2021,625,TP HCM,2021.0,Xe đã dùng,58000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Toyota Camry 2.5Q - 2022,1195,Hà Nội,2022.0,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Honda CRV G - 2020,815,Hà Nội,2020.0,Xe đã dùng,59000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Mercedes Benz GLC 300 4Matic - 2021,1890,Hà Nội,2021.0,Xe đã dùng,38888.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Toyota Yaris 1.3G - 2015,385,Hà Nội,2015.0,Xe đã dùng,47899.0,Nhập khẩu,Hatchback,Xăng,Bạc,5.0,5.0
Honda Accord 1.5 AT - 2022,1035,Hà Nội,2022.0,Xe đã dùng,8000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz C class C200 - 2019,818,Hà Nội,2019.0,Xe đã dùng,77248.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Mazda CX5 Premium 2.0 AT - 2021,730,Hà Nội,2021.0,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Mitsubishi Xpander Premium 1.5 AT - 2022,590,Hà Nội,2022.0,Xe đã dùng,63000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Kia Carens 1.5G Luxury - 2024,669,Hà Nội,2024.0,Xe đã dùng,8000.0,Lắp ráp trong nước,SUV,Xăng,Đen,7.0,5.0
Peugeot 5008 Allure 1.6 AT - 2020,769,Hà Nội,2020.0,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,7.0,5.0
Kia Morning Si AT - 2016,268,Hà Nội,2016.0,Xe đã dùng,60000.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Ford Focus S 2.0 AT - 2013,350,TP HCM,2013.0,Xe đã dùng,57000.0,Lắp ráp trong nước,Hatchback,Xăng,Bạc,5.0,5.0
BMW 5 Series 528i GT - 2016,890,Hà Nội,2016.0,Xe đã dùng,80000.0,Nhập khẩu,Sedan,Xăng,Ghi,5.0,4.0
Mitsubishi Triton Athlete 4x4 AT Mivec - 2021,685,Hà Nội,2021.0,Xe đã dùng,65000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Đỏ,5.0,4.0
Mazda 3 1.5L Luxury - 2021,555,Hà Nội,2021.0,Xe đã dùng,45000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Mercedes Benz C class C300 AMG - 2018,888,Hà Nội,2018.0,Xe đã dùng,56000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Kia K3 2.0 AT - 2015,365,Hà Nội,2015.0,Xe đã dùng,87000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Kia K3 Premium 1.6 AT - 2021,549,Hà Nội,2021.0,Xe đã dùng,38000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Crown 2.4 MT - 1994,101,Hà Nội,1994.0,Xe đã dùng,300000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Hyundai SantaFe Đặc biệt 2.2L HTRAC - 2021,1050,Hà Nội,2021.0,Xe đã dùng,2500.0,Lắp ráp trong nước,SUV,Dầu,Trắng,7.0,5.0
Honda City RS 1.5 AT - 2022,515,Hà Nội,2022.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Xăng,Xám,5.0,4.0
Peugeot 3008 Allure 1.6 AT - 2020,699,Hà Nội,2020.0,Xe đã dùng,40000.0,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
BMW 7 Series 740Li - 2015,1588,Hà Nội,2015.0,Xe đã dùng,0.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Toyota Camry 2.0Q - 2022,1059,Hà Nội,2022.0,Xe đã dùng,30000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Mitsubishi Xpander 1.5 MT - 2021,448,Hà Nội,2021.0,Xe đã dùng,30000.0,Nhập khẩu,SUV,Xăng,Bạc,7.0,5.0
Toyota Camry 2.5Q - 2019,888,Hà Nội,2019.0,Xe đã dùng,40000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
